Location,Rural/Urban,School Category,School Management,School Type,Total No. of Schools,Separate Room for Headmaster,Land Available,Functional Electricity,Solar Panel,Playground,Library or Reading Corner or Book Bank,Librarian,Newspaper,Kitchen Garden,Furniture,Functional Toilet Facility,Functional Drinking Water,Water Purifier,Rain Water Harvesting,Handwash,Incinerator,Ramps,Hand-Rails,Complete Medical Checkup,Internet,Computer Available
All India,Rural,PS (I-V),Department of Education,Boys,1425,740,1005,1305,198,1126,1385,60,253,624,689,1403,1392,192,243,1371,1,1214,786,546,286,787
All India,Urban,PS (I-V),Department of Education,Boys,324,145,153,307,20,250,307,12,54,83,207,315,315,83,36,308,6,276,158,90,48,122
All India,Rural,PS (I-V),Department of Education,Girls,1838,870,1151,1621,188,1299,1744,77,337,644,883,1797,1786,239,274,1755,24,1486,919,721,322,831
All India,Urban,PS (I-V),Department of Education,Girls,485,236,209,465,36,365,467,10,86,113,324,479,476,149,60,474,36,430,248,137,91,180
All India,Rural,PS (I-V),Department of Education,Co-Ed,433268,189338,291361,358050,26859,289843,389292,13443,69804,126699,233112,418751,416116,69857,59456,404064,6481,350809,248768,156065,49270,92242
All India,Urban,PS (I-V),Department of Education,Co-Ed,28652,12297,12581,25765,1421,17086,26209,588,5087,6342,18528,27727,27600,6647,4629,27035,714,22338,13655,9257,3381,7724
All India,Rural,SS (I-X),Department of Education,Boys,153,127,90,153,28,138,143,33,116,69,117,153,144,74,39,151,10,64,48,75,95,144
All India,Urban,SS (I-X),Department of Education,Boys,111,100,40,111,15,94,103,19,90,30,88,111,103,76,29,108,9,51,32,39,83,105
All India,Rural,SS (I-X),Department of Education,Girls,523,386,335,522,83,418,499,46,466,151,400,514,504,150,133,518,246,386,249,272,375,499
All India,Urban,SS (I-X),Department of Education,Girls,212,177,95,211,38,163,197,33,170,42,166,210,201,111,49,209,110,124,78,93,152,198
All India,Rural,SS (I-X),Department of Education,Co-Ed,14149,8977,11950,13520,1847,11657,13062,616,9219,5178,11495,13821,13755,3400,2999,13480,3503,12403,8663,6698,4963,11428
All India,Urban,SS (I-X),Department of Education,Co-Ed,1265,1009,869,1254,209,1045,1197,81,931,439,1131,1245,1230,532,293,1227,362,1119,773,600,660,1182
All India,Rural,SS (IX-X),Department of Education,Boys,29,20,26,29,3,27,28,3,24,2,27,29,29,14,5,26,2,20,10,19,11,28
All India,Urban,SS (IX-X),Department of Education,Boys,42,30,31,42,5,36,37,5,33,4,38,42,39,15,6,40,7,31,18,23,21,41
All India,Rural,SS (IX-X),Department of Education,Girls,228,144,181,223,21,182,214,15,166,45,212,223,223,77,45,216,70,157,110,142,78,201
All India,Urban,SS (IX-X),Department of Education,Girls,152,109,86,151,25,116,146,17,127,31,140,152,149,73,36,143,59,124,87,79,61,146
All India,Rural,SS (IX-X),Department of Education,Co-Ed,10487,7039,8706,9505,1007,8959,9802,661,6961,2053,8953,10250,10147,3075,2743,9594,3328,8280,5536,6138,3275,8846
All India,Urban,SS (IX-X),Department of Education,Co-Ed,812,593,548,805,92,680,785,54,654,160,751,802,802,382,216,728,277,645,408,467,319,766
All India,Rural,SS (VI-X),Department of Education,Boys,139,112,124,138,22,135,138,6,95,67,133,135,138,54,29,139,11,118,77,80,104,136
All India,Urban,SS (VI-X),Department of Education,Boys,271,237,138,271,24,198,264,39,169,49,242,268,269,169,50,268,15,244,129,77,240,256
All India,Rural,SS (VI-X),Department of Education,Girls,1312,977,1014,1304,351,1101,1252,44,791,553,1160,1303,1268,618,264,1290,620,1044,768,730,793,1258
All India,Urban,SS (VI-X),Department of Education,Girls,624,483,310,624,91,462,611,39,313,183,545,618,615,389,117,617,228,545,323,222,491,586
All India,Rural,SS (VI-X),Department of Education,Co-Ed,11811,9146,9450,11570,1532,10372,11484,322,6523,5059,10956,11655,11592,5643,3585,11566,5220,10350,8532,7384,7618,10983
All India,Urban,SS (VI-X),Department of Education,Co-Ed,1566,1252,972,1557,195,1240,1526,58,922,417,1442,1537,1511,771,501,1538,557,1344,908,827,1118,1514
All India,Rural,UPS (I-VIII),Department of Education,Boys,441,258,295,425,62,372,422,15,274,127,315,433,431,126,85,395,52,393,309,261,75,274
All India,Urban,UPS (I-VIII),Department of Education,Boys,194,121,105,188,18,153,171,6,117,42,129,191,189,54,38,182,26,149,113,95,31,98
All India,Rural,UPS (I-VIII),Department of Education,Girls,2194,1613,1428,2120,235,1678,2082,77,1695,614,1280,2147,2129,305,627,2116,595,1797,1160,1027,907,1281
All India,Urban,UPS (I-VIII),Department of Education,Girls,531,353,261,523,52,369,506,28,327,103,361,526,524,126,87,503,139,426,266,215,129,257
All India,Rural,UPS (I-VIII),Department of Education,Co-Ed,137856,82548,96616,124275,12690,97887,126237,5047,59661,41315,92987,134965,133933,24266,26699,128432,35091,120579,86099,59470,23634,47077
All India,Urban,UPS (I-VIII),Department of Education,Co-Ed,10823,6870,5495,10348,987,7321,10126,342,5150,2520,8247,10649,10593,3420,2418,10149,2742,9097,6439,4866,1919,5378
All India,Rural,UPS (VI-VIII),Department of Education,Boys,357,234,297,328,33,315,353,17,107,186,261,353,354,36,98,351,26,309,207,188,85,256
All India,Urban,UPS (VI-VIII),Department of Education,Boys,206,129,147,203,8,166,202,12,76,67,158,205,202,45,46,202,9,174,112,96,48,141
All India,Rural,UPS (VI-VIII),Department of Education,Girls,2287,1427,1725,2132,660,1846,2084,189,967,955,1874,2242,2230,921,403,2206,1091,1474,1035,1132,832,1525
All India,Urban,UPS (VI-VIII),Department of Education,Girls,513,344,312,495,128,404,485,46,261,232,402,512,510,223,124,501,233,383,253,243,199,392
All India,Rural,UPS (VI-VIII),Department of Education,Co-Ed,58619,38971,46388,48513,3318,46782,55041,1990,8267,21425,43718,56708,55830,6953,8878,55189,17720,48314,34818,26541,10989,23548
All India,Urban,UPS (VI-VIII),Department of Education,Co-Ed,2416,1624,1524,2232,128,1824,2268,76,504,1011,2102,2354,2316,582,503,2282,646,2041,1383,1031,523,1658
All India,Rural,HSS (I-XII),Government Aided,Boys,15,14,15,15,5,15,14,1,14,9,15,15,15,12,5,14,2,10,8,9,13,14
All India,Urban,HSS (I-XII),Government Aided,Boys,54,52,29,54,9,54,52,27,48,11,54,54,54,39,23,52,7,42,32,21,50,53
All India,Rural,HSS (I-XII),Government Aided,Girls,35,35,27,34,6,32,35,13,30,14,35,35,35,22,17,35,23,31,23,23,31,35
All India,Urban,HSS (I-XII),Government Aided,Girls,341,328,173,340,56,295,322,137,304,97,333,340,338,222,117,339,177,277,179,139,301,324
All India,Rural,HSS (I-XII),Government Aided,Co-Ed,3301,3204,3080,3262,606,3251,3208,726,3047,1573,3122,3285,3263,1263,1394,3260,1494,3035,2547,2318,2471,3192
All India,Urban,HSS (I-XII),Government Aided,Co-Ed,2090,2048,1366,2080,317,2015,2031,853,1889,750,2003,2082,2081,1399,713,2068,955,1794,1335,934,1853,2055
All India,Rural,HSS (IX-XII),Government Aided,Boys,24,20,20,23,4,24,24,10,22,5,23,24,23,13,6,22,1,14,9,12,19,22
All India,Urban,HSS (IX-XII),Government Aided,Boys,76,73,54,75,11,68,72,25,70,7,72,75,75,39,23,73,14,59,33,33,63,71
All India,Rural,HSS (IX-XII),Government Aided,Girls,77,67,60,76,7,74,76,8,71,23,71,77,77,41,18,74,46,52,29,52,69,76
All India,Urban,HSS (IX-XII),Government Aided,Girls,251,235,155,251,33,239,245,84,235,50,234,251,251,182,82,243,116,179,101,138,236,248
All India,Rural,HSS (IX-XII),Government Aided,Co-Ed,2707,2425,2346,2638,286,2594,2594,519,2466,584,2386,2693,2684,1168,547,2408,1021,1745,1056,1772,2166,2553
All India,Urban,HSS (IX-XII),Government Aided,Co-Ed,1004,949,638,996,158,938,961,380,923,166,872,1001,996,623,302,956,385,755,488,460,864,951
All India,Rural,HSS (VI-XII),Government Aided,Boys,73,69,60,70,16,69,68,14,49,21,73,72,72,38,26,73,10,41,22,47,61,67
All India,Urban,HSS (VI-XII),Government Aided,Boys,384,366,232,380,65,364,351,106,281,99,366,383,379,259,206,378,44,278,136,213,331,367
All India,Rural,HSS (VI-XII),Government Aided,Girls,110,103,60,106,14,102,97,11,74,39,101,109,109,56,62,108,48,64,31,79,87,99
All India,Urban,HSS (VI-XII),Government Aided,Girls,457,441,191,456,58,424,435,98,339,139,448,457,456,340,290,454,254,302,132,307,413,440
All India,Rural,HSS (VI-XII),Government Aided,Co-Ed,4245,3943,3676,3926,890,3976,3564,684,3202,1473,3918,4202,4152,1299,1259,4047,1726,2835,1823,2317,2696,3584
All India,Urban,HSS (VI-XII),Government Aided,Co-Ed,1708,1616,1121,1670,202,1614,1566,318,1307,491,1649,1696,1687,950,706,1661,680,1278,665,932,1403,1598
All India,Rural,HSS (XI-XII),Government Aided,Boys,1,1,1,1,0,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0,1,1
All India,Urban,HSS (XI-XII),Government Aided,Boys,7,7,2,7,1,6,5,1,3,0,7,7,7,6,1,7,2,4,3,2,5,6
All India,Rural,HSS (XI-XII),Government Aided,Girls,48,45,45,48,5,47,47,34,43,12,45,47,48,35,4,46,16,17,9,13,39,44
All India,Urban,HSS (XI-XII),Government Aided,Girls,152,145,97,152,26,139,146,105,142,35,136,151,151,120,60,148,67,89,66,36,142,144
All India,Rural,HSS (XI-XII),Government Aided,Co-Ed,1269,1175,1113,1230,133,1202,1203,682,1128,175,1149,1248,1224,713,292,1163,423,553,411,459,848,1080
All India,Urban,HSS (XI-XII),Government Aided,Co-Ed,1141,1101,770,1131,279,1075,1107,702,1050,183,1018,1134,1112,851,529,1088,575,741,582,385,994,1085
All India,Rural,PS (I-V),Government Aided,Boys,72,42,55,65,15,55,57,5,32,32,49,71,71,19,15,70,0,36,26,23,28,30
All India,Urban,PS (I-V),Government Aided,Boys,52,44,16,52,4,46,47,4,31,12,44,52,52,32,11,52,0,39,31,9,34,37
All India,Rural,PS (I-V),Government Aided,Girls,85,46,41,76,3,76,81,2,34,33,66,84,83,22,44,85,0,40,17,53,22,36
All India,Urban,PS (I-V),Government Aided,Girls,191,156,62,189,13,172,179,7,112,49,170,191,189,118,79,187,4,124,81,59,125,138
All India,Rural,PS (I-V),Government Aided,Co-Ed,11639,4544,6985,8617,417,9126,9109,267,4218,3616,10276,10522,10215,2782,3903,9746,17,6453,3619,5795,4230,4340
All India,Urban,PS (I-V),Government Aided,Co-Ed,5653,3940,2271,5435,330,5077,5180,175,3035,1545,5097,5537,5520,2723,2283,5492,48,3927,2463,2715,2946,3397
All India,Rural,SS (I-X),Government Aided,Boys,13,11,12,13,3,13,13,2,13,6,13,13,13,10,4,13,2,8,8,9,9,12
All India,Urban,SS (I-X),Government Aided,Boys,82,82,30,82,18,82,81,25,72,11,74,82,82,63,21,82,8,71,50,23,76,81
All India,Rural,SS (I-X),Government Aided,Girls,89,83,74,86,12,87,85,12,79,49,85,88,89,37,26,88,44,76,59,51,57,79
All India,Urban,SS (I-X),Government Aided,Girls,291,280,147,287,44,284,281,69,269,81,276,288,289,191,81,289,150,249,176,110,256,283
All India,Rural,SS (I-X),Government Aided,Co-Ed,4845,4583,4441,4720,645,4791,4740,270,4389,2171,4601,4818,4808,1461,1519,4774,1996,4348,3648,3385,3003,4619
All India,Urban,SS (I-X),Government Aided,Co-Ed,2039,1953,1139,2024,227,1977,1961,402,1787,538,1924,2026,2026,1233,568,2009,853,1722,1190,730,1656,1952
All India,Rural,SS (IX-X),Government Aided,Boys,12,9,11,11,2,12,12,2,9,6,11,11,12,8,3,10,4,7,4,8,6,11
All India,Urban,SS (IX-X),Government Aided,Boys,56,54,38,55,6,53,54,6,48,16,54,56,56,38,17,54,13,30,18,37,41,54
All India,Rural,SS (IX-X),Government Aided,Girls,173,110,155,130,13,155,144,5,109,38,159,159,162,51,21,137,40,59,28,95,53,94
All India,Urban,SS (IX-X),Government Aided,Girls,237,219,140,235,41,220,230,35,211,84,220,236,237,163,93,224,130,125,82,159,161,211
All India,Rural,SS (IX-X),Government Aided,Co-Ed,6053,4369,5207,5217,598,5588,5353,292,4282,1657,5524,5709,5745,2228,1188,4957,1764,2547,1656,3849,2210,4277
All India,Urban,SS (IX-X),Government Aided,Co-Ed,1618,1407,1008,1569,202,1440,1485,194,1286,450,1506,1597,1582,1000,594,1458,660,821,533,1003,890,1374
All India,Rural,SS (VI-X),Government Aided,Boys,33,30,31,32,3,33,32,5,25,20,31,33,33,20,13,33,3,18,11,20,26,32
All India,Urban,SS (VI-X),Government Aided,Boys,71,64,41,69,6,67,65,14,55,17,69,71,71,40,38,70,6,45,24,30,52,61
All India,Rural,SS (VI-X),Government Aided,Girls,313,221,276,264,21,290,293,16,225,118,284,297,308,84,49,287,91,132,103,192,100,144
All India,Urban,SS (VI-X),Government Aided,Girls,246,205,113,238,22,234,229,32,176,70,226,242,237,132,95,237,99,126,69,114,160,194
All India,Rural,SS (VI-X),Government Aided,Co-Ed,6085,4895,5342,5391,671,5869,5722,237,4747,2457,5700,5926,5967,1742,1408,5877,1739,4047,3093,3963,2584,4315
All India,Urban,SS (VI-X),Government Aided,Co-Ed,1865,1669,1049,1834,169,1748,1769,133,1358,425,1727,1838,1826,995,743,1814,641,1336,865,846,1345,1576
All India,Rural,UPS (I-VIII),Government Aided,Boys,55,47,49,48,14,52,50,3,40,29,48,55,53,14,10,52,5,26,14,16,26,31
All India,Urban,UPS (I-VIII),Government Aided,Boys,55,54,27,55,12,51,54,9,39,23,49,55,54,36,15,54,7,31,22,14,40,50
All India,Rural,UPS (I-VIII),Government Aided,Girls,93,79,61,85,20,88,86,8,66,48,83,93,91,30,31,90,36,48,31,49,39,55
All India,Urban,UPS (I-VIII),Government Aided,Girls,123,112,60,120,15,116,114,14,90,42,108,122,122,74,55,121,63,66,43,47,78,97
All India,Rural,UPS (I-VIII),Government Aided,Co-Ed,5761,4418,4406,5494,656,5243,5367,234,3959,2577,4974,5704,5699,2579,2119,5483,1861,4278,2975,3254,3175,4223
All India,Urban,UPS (I-VIII),Government Aided,Co-Ed,5923,5215,3057,5823,617,5348,5577,374,4292,1780,5297,5878,5848,3210,2356,5727,2212,4190,2897,2828,3539,4569
All India,Rural,UPS (VI-VIII),Government Aided,Boys,24,19,19,20,2,24,23,1,15,14,20,24,23,5,10,23,0,14,7,13,8,11
All India,Urban,UPS (VI-VIII),Government Aided,Boys,22,19,9,21,2,19,16,0,11,3,22,22,21,9,7,22,2,14,7,9,10,14
All India,Rural,UPS (VI-VIII),Government Aided,Girls,411,228,333,195,29,357,267,16,86,119,337,335,373,44,28,331,76,121,79,150,57,57
All India,Urban,UPS (VI-VIII),Government Aided,Girls,98,84,50,83,3,78,68,2,35,18,86,94,95,26,10,86,29,45,26,30,33,37
All India,Rural,UPS (VI-VIII),Government Aided,Co-Ed,7750,3565,6683,3390,399,6478,4957,165,2097,2422,6166,5890,6770,1039,529,6137,1080,2819,1888,2773,1320,1552
All India,Urban,UPS (VI-VIII),Government Aided,Co-Ed,782,599,520,658,53,649,557,30,332,215,702,741,732,229,118,713,189,387,228,250,244,354
All India,Rural,HSS (I-XII),Jawahar Navodaya Vidyalaya,Co-Ed,4,4,3,4,2,4,4,4,4,3,4,4,4,4,2,4,4,4,4,4,4,4
All India,Rural,HSS (IX-XII),Jawahar Navodaya Vidyalaya,Co-Ed,3,3,3,3,2,3,3,3,3,1,3,3,3,3,1,3,2,3,3,2,3,3
All India,Rural,HSS (VI-XII),Jawahar Navodaya Vidyalaya,Co-Ed,467,456,439,467,203,457,463,426,454,318,437,467,465,427,160,465,342,419,379,335,449,465
All India,Urban,HSS (VI-XII),Jawahar Navodaya Vidyalaya,Co-Ed,97,96,88,97,44,96,97,89,96,60,94,97,96,85,33,97,74,86,75,64,95,96
All India,Urban,SS (I-X),Jawahar Navodaya Vidyalaya,Co-Ed,1,1,0,1,1,1,1,0,1,0,1,1,1,1,0,1,1,0,0,0,1,1
All India,Rural,SS (VI-X),Jawahar Navodaya Vidyalaya,Co-Ed,45,42,29,45,16,42,44,39,41,26,43,45,44,35,13,44,29,27,26,32,42,45
All India,Urban,SS (VI-X),Jawahar Navodaya Vidyalaya,Co-Ed,16,16,10,16,3,15,16,11,15,8,16,16,16,15,5,16,7,11,7,11,16,16
All India,Rural,UPS (I-VIII),Jawahar Navodaya Vidyalaya,Co-Ed,1,0,1,1,0,1,1,0,1,0,1,1,1,1,0,1,1,0,0,1,1,1
All India,Rural,UPS (VI-VIII),Jawahar Navodaya Vidyalaya,Co-Ed,6,5,4,6,2,5,6,3,6,1,6,6,6,6,2,6,5,3,3,5,6,6
All India,Urban,UPS (VI-VIII),Jawahar Navodaya Vidyalaya,Co-Ed,3,3,2,3,1,3,3,2,3,2,3,3,3,3,2,3,2,2,2,2,3,3
All India,Rural,HSS (I-XII),Kendriya Vidyalaya / Central School,Co-Ed,366,363,286,366,35,364,366,320,355,119,353,366,363,348,131,364,170,328,217,82,351,366
All India,Urban,HSS (I-XII),Kendriya Vidyalaya / Central School,Co-Ed,615,611,471,615,86,604,614,564,598,174,600,615,610,589,318,615,300,584,457,162,604,615
All India,Rural,HSS (VI-XII),Kendriya Vidyalaya / Central School,Co-Ed,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,1,1
All India,Rural,PS (I-V),Kendriya Vidyalaya / Central School,Co-Ed,9,8,7,9,1,8,6,2,7,0,9,9,8,6,0,9,0,5,4,1,6,8
All India,Urban,PS (I-V),Kendriya Vidyalaya / Central School,Co-Ed,5,4,4,5,1,4,4,0,5,1,5,5,5,5,0,5,0,4,1,0,5,5
All India,Rural,SS (I-X),Kendriya Vidyalaya / Central School,Co-Ed,88,85,52,88,7,85,86,69,83,26,86,88,88,75,29,88,30,74,55,26,83,87
All India,Urban,SS (I-X),Kendriya Vidyalaya / Central School,Co-Ed,106,99,62,106,13,100,103,82,101,14,98,106,104,91,36,106,35,89,62,36,99,106
All India,Rural,SS (VI-X),Kendriya Vidyalaya / Central School,Co-Ed,4,4,3,4,1,4,4,2,1,0,4,4,4,2,1,3,2,4,1,2,1,2
All India,Rural,UPS (I-VIII),Kendriya Vidyalaya / Central School,Co-Ed,34,32,21,34,4,32,33,25,30,7,32,34,34,24,5,34,7,24,11,3,32,33
All India,Urban,UPS (I-VIII),Kendriya Vidyalaya / Central School,Co-Ed,24,22,17,24,3,24,23,11,20,4,23,24,24,21,3,24,7,17,9,6,23,24
All India,Urban,HSS (I-XII),Local body,Boys,2,2,0,2,1,2,2,2,1,0,2,2,2,2,1,2,0,2,2,1,1,2
All India,Urban,HSS (I-XII),Local body,Girls,6,6,3,6,1,6,5,2,6,0,6,6,6,2,4,6,2,6,6,5,4,6
All India,Rural,HSS (I-XII),Local body,Co-Ed,95,77,84,94,13,91,92,19,81,33,92,93,94,50,24,94,35,78,65,56,41,90
All India,Urban,HSS (I-XII),Local body,Co-Ed,125,116,89,124,33,120,121,38,97,41,121,125,124,72,54,123,49,109,96,67,99,118
All India,Urban,HSS (IX-XII),Local body,Boys,11,10,9,11,2,11,9,2,11,0,9,11,11,4,6,11,1,9,6,3,7,7
All India,Rural,HSS (IX-XII),Local body,Girls,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0
All India,Urban,HSS (IX-XII),Local body,Girls,16,15,10,16,2,16,15,2,15,2,13,16,16,9,10,16,13,12,8,9,12,16
All India,Rural,HSS (IX-XII),Local body,Co-Ed,45,41,39,45,2,43,45,5,43,4,37,43,45,23,13,42,16,32,17,26,37,38
All India,Urban,HSS (IX-XII),Local body,Co-Ed,21,21,17,21,3,19,20,0,14,2,18,21,21,12,8,18,5,14,9,13,15,19
All India,Urban,HSS (VI-XII),Local body,Boys,26,26,16,26,8,25,25,3,19,7,27,26,26,18,21,26,2,23,21,22,25,25
All India,Rural,HSS (VI-XII),Local body,Girls,3,3,1,3,0,2,3,0,1,1,2,3,3,2,2,3,2,3,2,3,3,3
All India,Urban,HSS (VI-XII),Local body,Girls,40,39,10,40,14,36,38,1,31,11,38,40,40,31,34,39,35,34,32,34,38,39
All India,Rural,HSS (VI-XII),Local body,Co-Ed,15,15,12,14,6,15,14,4,12,4,14,15,15,11,2,15,6,13,10,8,8,14
All India,Urban,HSS (VI-XII),Local body,Co-Ed,103,102,41,103,28,87,97,5,68,13,100,102,103,70,80,103,70,89,81,85,97,100
All India,Urban,HSS (XI-XII),Local body,Girls,5,5,2,5,0,4,4,0,3,0,4,5,5,2,3,5,3,0,0,4,3,5
All India,Urban,HSS (XI-XII),Local body,Co-Ed,8,8,2,8,0,7,6,2,6,1,8,8,8,5,6,8,5,2,1,4,4,7
All India,Rural,PS (I-V),Local body,Boys,360,271,225,315,69,336,356,6,253,140,332,337,351,143,98,350,1,346,300,188,150,268
All India,Urban,PS (I-V),Local body,Boys,546,496,249,539,218,497,543,19,60,154,533,542,544,348,413,543,2,533,507,157,488,511
All India,Rural,PS (I-V),Local body,Girls,502,316,268,427,55,414,456,5,338,180,384,477,488,163,141,482,7,458,369,248,201,290
All India,Urban,PS (I-V),Local body,Girls,565,509,237,562,220,508,563,12,65,203,566,563,563,361,397,563,87,551,517,137,483,515
All India,Rural,PS (I-V),Local body,Co-Ed,126974,39917,77194,102363,9344,96655,114576,2948,57986,39597,82104,116660,119914,24157,25946,121570,1261,98993,69585,67866,47596,45928
All India,Urban,PS (I-V),Local body,Co-Ed,9714,3597,3890,8968,858,6549,8917,259,2279,1786,7233,9213,9360,2858,2718,9290,446,7491,4433,4644,2942,3885
All India,Rural,SS (I-X),Local body,Boys,3,3,2,2,1,3,3,0,3,1,3,3,3,1,2,3,0,3,1,2,0,3
All India,Urban,SS (I-X),Local body,Boys,3,3,3,3,0,3,3,0,2,0,3,3,3,0,0,3,0,3,2,1,1,3
All India,Rural,SS (I-X),Local body,Girls,4,3,4,3,0,4,4,0,4,0,4,4,4,1,3,4,1,4,3,3,2,4
All India,Urban,SS (I-X),Local body,Girls,21,20,13,20,1,21,21,2,14,4,21,21,20,9,9,21,7,19,14,15,11,21
All India,Rural,SS (I-X),Local body,Co-Ed,892,656,727,870,128,811,880,54,631,201,833,872,879,270,265,879,279,773,529,697,358,802
All India,Urban,SS (I-X),Local body,Co-Ed,368,330,199,365,39,338,364,33,217,87,342,366,363,185,115,361,171,345,250,207,231,351
All India,Urban,SS (IX-X),Local body,Boys,1,1,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,1
All India,Rural,SS (IX-X),Local body,Girls,5,4,2,5,0,5,5,0,5,0,5,5,5,4,0,5,2,3,1,3,4,5
All India,Urban,SS (IX-X),Local body,Girls,6,6,4,6,1,5,6,0,5,0,5,6,6,4,4,6,2,2,1,4,6,5
All India,Rural,SS (IX-X),Local body,Co-Ed,66,55,52,65,1,64,65,1,62,4,63,66,66,28,9,63,26,43,21,45,55,63
All India,Urban,SS (IX-X),Local body,Co-Ed,253,200,57,253,13,244,230,6,123,47,240,253,253,194,65,245,157,231,205,141,168,233
All India,Rural,SS (VI-X),Local body,Boys,46,35,44,46,1,44,46,6,41,10,42,44,42,17,20,45,0,42,28,35,22,46
All India,Urban,SS (VI-X),Local body,Boys,36,31,25,36,3,32,36,4,24,8,31,35,35,22,19,36,2,30,17,24,20,36
All India,Rural,SS (VI-X),Local body,Girls,204,166,132,204,20,164,202,20,156,52,180,195,193,78,73,197,108,161,91,145,91,195
All India,Urban,SS (VI-X),Local body,Girls,182,147,114,180,25,157,181,14,124,43,173,178,175,102,81,179,115,154,106,119,101,176
All India,Rural,SS (VI-X),Local body,Co-Ed,7499,4749,6582,7443,419,6901,7428,382,5406,2034,6323,7134,7015,2058,2797,7352,2271,6487,3246,5502,2838,6831
All India,Urban,SS (VI-X),Local body,Co-Ed,1080,830,653,1070,137,916,1059,49,690,192,971,1049,1020,553,523,1065,457,942,568,731,662,1030
All India,Rural,UPS (I-VIII),Local body,Boys,744,461,453,735,51,685,743,12,457,399,688,733,743,462,189,739,47,735,599,513,620,733
All India,Urban,UPS (I-VIII),Local body,Boys,380,289,191,373,32,328,371,11,185,125,335,374,376,212,82,375,46,364,246,221,307,359
All India,Rural,UPS (I-VIII),Local body,Girls,822,449,418,813,74,706,819,20,486,388,744,808,821,495,175,815,380,800,631,587,661,795
All India,Urban,UPS (I-VIII),Local body,Girls,442,336,180,429,37,361,423,11,215,152,381,439,441,267,92,435,174,415,294,267,351,425
All India,Rural,UPS (I-VIII),Local body,Co-Ed,39875,16895,26218,37512,4444,34313,39590,675,22199,19090,35479,38506,39209,18943,8733,39270,11192,38331,30620,27786,21951,33773
All India,Urban,UPS (I-VIII),Local body,Co-Ed,5401,4064,2095,5281,439,4619,5321,191,2342,1370,4865,5307,5351,3102,1300,5329,1775,5019,3883,3091,3325,4822
All India,Rural,UPS (VI-VIII),Local body,Boys,3,2,2,3,0,2,3,0,2,2,3,3,3,2,0,3,0,3,3,1,3,3
All India,Urban,UPS (VI-VIII),Local body,Boys,8,6,5,8,2,8,8,1,5,1,7,8,8,4,0,8,2,6,2,5,6,8
All India,Rural,UPS (VI-VIII),Local body,Girls,3,2,3,3,1,3,3,0,1,2,3,3,3,2,1,3,2,3,3,2,2,3
All India,Urban,UPS (VI-VIII),Local body,Girls,14,11,8,13,0,12,13,3,10,3,13,14,14,6,0,14,7,12,9,5,10,12
All India,Rural,UPS (VI-VIII),Local body,Co-Ed,121,65,105,93,2,102,113,5,19,62,110,114,93,28,38,85,18,53,36,41,26,72
All India,Urban,UPS (VI-VIII),Local body,Co-Ed,86,69,30,86,5,77,84,10,39,37,77,86,85,54,14,82,29,78,51,61,65,78
All India,Rural,HSS (I-XII),Madarsa recognized (by Wakf board/Madarsa Board),Boys,16,13,10,15,3,12,9,4,8,2,10,16,15,2,1,12,2,4,3,5,10,10
All India,Urban,HSS (I-XII),Madarsa recognized (by Wakf board/Madarsa Board),Boys,9,9,7,9,2,7,9,4,8,4,9,9,8,1,0,9,1,4,2,1,4,6
All India,Rural,HSS (I-XII),Madarsa recognized (by Wakf board/Madarsa Board),Girls,21,20,15,18,6,18,12,7,13,5,16,21,21,5,1,20,7,7,6,4,13,14
All India,Urban,HSS (I-XII),Madarsa recognized (by Wakf board/Madarsa Board),Girls,19,16,11,19,1,12,17,5,15,1,16,19,15,7,2,19,10,8,4,5,9,10
All India,Rural,HSS (I-XII),Madarsa recognized (by Wakf board/Madarsa Board),Co-Ed,409,299,316,367,78,269,243,74,194,89,260,405,403,47,44,360,90,174,109,54,116,199
All India,Urban,HSS (I-XII),Madarsa recognized (by Wakf board/Madarsa Board),Co-Ed,220,185,148,200,26,142,173,41,124,49,175,218,216,59,24,211,78,83,44,29,97,163
All India,Rural,HSS (IX-XII),Madarsa recognized (by Wakf board/Madarsa Board),Girls,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1
All India,Urban,HSS (IX-XII),Madarsa recognized (by Wakf board/Madarsa Board),Girls,1,1,1,0,1,1,1,0,1,0,1,0,1,1,0,1,0,1,0,0,0,1
All India,Rural,HSS (IX-XII),Madarsa recognized (by Wakf board/Madarsa Board),Co-Ed,12,8,8,11,2,10,9,4,8,1,7,12,12,1,0,11,3,1,0,3,4,9
All India,Urban,HSS (IX-XII),Madarsa recognized (by Wakf board/Madarsa Board),Co-Ed,10,6,4,10,3,8,9,3,3,1,7,10,10,4,1,8,2,5,3,1,4,6
All India,Urban,HSS (VI-XII),Madarsa recognized (by Wakf board/Madarsa Board),Boys,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,1,0,0,0,0,1,0
All India,Urban,HSS (VI-XII),Madarsa recognized (by Wakf board/Madarsa Board),Girls,1,1,0,1,0,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0,1,1
