Location,Rural/Urban,School Category,School Management,School Type,Total No. of Schools,Separate Room for Headmaster,Land Available,Functional Electricity,Solar Panel,Playground,Library or Reading Corner or Book Bank,Librarian,Newspaper,Kitchen Garden,Furniture,Functional Toilet Facility,Functional Drinking Water,Water Purifier,Rain Water Harvesting,Handwash,Incinerator,Ramps,Hand-Rails,Complete Medical Checkup,Internet,Computer Available
Andhra Pradesh,Urban,PS (I-V),Private Unaided (Recognized),Girls,3,3,3,3,2,3,3,2,3,2,3,3,3,3,2,3,0,1,1,3,3,3
Andhra Pradesh,Urban,PS (I-V),Private Unaided (Recognized),Co-Ed,1899,1827,1100,1898,220,1835,1846,664,1619,296,1899,1899,1884,1104,753,1888,0,623,443,1136,1763,1856
Andhra Pradesh,Rural,SS (I-X),Private Unaided (Recognized),Boys,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,1,1,1
Andhra Pradesh,Rural,SS (I-X),Private Unaided (Recognized),Co-Ed,813,806,665,813,141,806,801,369,725,242,813,812,805,517,486,812,500,332,257,544,776,807
Andhra Pradesh,Urban,SS (I-X),Private Unaided (Recognized),Boys,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,0,2,2,2,2,2
Andhra Pradesh,Urban,SS (I-X),Private Unaided (Recognized),Girls,4,4,3,4,2,4,4,4,4,1,4,4,4,2,1,4,2,1,0,2,4,4
Andhra Pradesh,Urban,SS (I-X),Private Unaided (Recognized),Co-Ed,754,747,430,750,109,735,720,353,668,164,754,754,749,530,401,752,441,280,216,444,736,749
Andhra Pradesh,Rural,SS (VI-X),Private Unaided (Recognized),Boys,3,3,1,3,2,3,3,2,3,2,3,3,3,3,2,3,0,1,0,1,3,3
Andhra Pradesh,Rural,SS (VI-X),Private Unaided (Recognized),Girls,6,5,4,6,1,6,6,1,5,1,6,6,5,6,2,6,3,2,2,4,5,6
Andhra Pradesh,Rural,SS (VI-X),Private Unaided (Recognized),Co-Ed,1773,1746,1431,1770,275,1742,1731,696,1559,513,1773,1771,1766,1114,918,1762,1071,628,472,1173,1672,1742
Andhra Pradesh,Urban,SS (VI-X),Private Unaided (Recognized),Boys,3,2,2,3,2,3,3,2,3,2,3,3,3,3,2,3,1,2,2,2,2,3
Andhra Pradesh,Urban,SS (VI-X),Private Unaided (Recognized),Girls,5,5,4,5,1,5,5,4,5,1,5,5,5,5,2,5,3,3,2,4,5,5
Andhra Pradesh,Urban,SS (VI-X),Private Unaided (Recognized),Co-Ed,1973,1928,1134,1969,219,1922,1942,773,1736,322,1973,1973,1960,1210,814,1964,1076,648,468,1225,1869,1953
Andhra Pradesh,Rural,UPS (I-VIII),Private Unaided (Recognized),Boys,1,1,1,1,0,1,0,0,1,1,1,1,1,1,0,1,0,0,0,1,0,1
Andhra Pradesh,Rural,UPS (I-VIII),Private Unaided (Recognized),Co-Ed,2534,2342,1858,2523,260,2446,2430,543,1979,493,2534,2526,2504,990,1052,2514,1303,886,607,1671,1983,2251
Andhra Pradesh,Urban,UPS (I-VIII),Private Unaided (Recognized),Girls,1,1,0,1,0,1,1,0,1,0,1,1,1,1,0,1,0,0,0,0,1,1
Andhra Pradesh,Urban,UPS (I-VIII),Private Unaided (Recognized),Co-Ed,1484,1385,749,1483,144,1396,1422,390,1202,208,1484,1481,1476,735,534,1474,731,486,337,860,1205,1393
Andhra Pradesh,Rural,UPS (VI-VIII),Private Unaided (Recognized),Co-Ed,22,20,19,22,1,22,20,6,16,3,22,21,22,11,9,22,8,8,4,10,19,21
Andhra Pradesh,Urban,UPS (VI-VIII),Private Unaided (Recognized),Co-Ed,16,13,11,16,5,15,15,5,12,6,16,16,16,12,7,16,8,6,4,9,15,16
Andhra Pradesh,Urban,SS (VI-X),Railway School,Co-Ed,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,0,1,1
Andhra Pradesh,Rural,HSS (VI-XII),Sainik School,Co-Ed,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Andhra Pradesh,Rural,SS (VI-X),Sainik School,Boys,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,1,1
Andhra Pradesh,Rural,HSS (I-XII),Social welfare Department,Boys,37,36,32,37,6,37,37,29,28,33,37,37,37,32,21,35,2,20,13,37,34,37
Andhra Pradesh,Rural,HSS (I-XII),Social welfare Department,Girls,65,64,55,65,10,65,65,35,51,51,65,65,64,57,35,64,27,35,28,64,62,65
Andhra Pradesh,Rural,HSS (I-XII),Social welfare Department,Co-Ed,2,2,1,2,1,2,2,1,2,1,2,2,2,2,0,2,0,2,2,2,2,2
Andhra Pradesh,Urban,HSS (I-XII),Social welfare Department,Boys,6,6,4,6,1,6,6,5,4,3,6,6,6,5,3,6,2,4,2,6,6,6
Andhra Pradesh,Urban,HSS (I-XII),Social welfare Department,Girls,19,19,15,19,3,19,19,13,11,17,19,19,19,14,11,19,12,10,9,18,19,19
Andhra Pradesh,Urban,HSS (I-XII),Social welfare Department,Co-Ed,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Andhra Pradesh,Rural,HSS (XI-XII),Social welfare Department,Boys,8,8,7,8,0,8,8,6,7,7,8,8,8,6,4,8,3,4,4,8,8,8
Andhra Pradesh,Rural,HSS (XI-XII),Social welfare Department,Girls,17,16,14,17,4,17,17,8,12,14,17,17,16,16,10,17,10,8,8,15,17,17
Andhra Pradesh,Urban,HSS (XI-XII),Social welfare Department,Girls,6,6,4,6,1,5,6,4,6,5,6,6,6,4,1,6,4,4,3,6,6,6
Andhra Pradesh,Rural,SS (I-X),Social welfare Department,Boys,25,24,15,24,2,21,23,7,20,16,25,25,25,15,9,25,3,10,5,23,23,24
Andhra Pradesh,Rural,SS (I-X),Social welfare Department,Girls,35,32,25,35,3,32,35,9,26,22,35,35,35,22,11,35,11,18,14,34,35,35
Andhra Pradesh,Rural,SS (I-X),Social welfare Department,Co-Ed,1,1,0,1,0,1,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1
Andhra Pradesh,Urban,SS (I-X),Social welfare Department,Boys,3,3,2,3,0,3,3,2,2,3,3,3,3,0,1,3,0,0,0,2,3,3
Andhra Pradesh,Urban,SS (I-X),Social welfare Department,Girls,10,10,6,10,1,9,10,7,8,8,10,10,10,10,4,10,7,2,1,10,10,10
Andhra Pradesh,Rural,SS (VI-X),Social welfare Department,Girls,1,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1
Andhra Pradesh,Rural,UPS (I-VIII),Social welfare Department,Girls,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,1,1,0,0,1,1,1
Andhra Pradesh,Rural,HSS (I-XII),Tribal Welfare Department,Boys,2,2,2,2,2,2,2,1,2,2,2,2,2,0,0,2,1,2,1,2,2,2
Andhra Pradesh,Rural,HSS (I-XII),Tribal Welfare Department,Girls,2,2,2,2,0,2,2,1,2,1,2,2,2,2,0,2,2,0,0,2,2,2
Andhra Pradesh,Rural,HSS (I-XII),Tribal Welfare Department,Co-Ed,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1
Andhra Pradesh,Urban,HSS (I-XII),Tribal Welfare Department,Girls,3,3,2,3,1,3,3,0,3,2,3,3,3,3,0,3,2,1,1,3,2,3
Andhra Pradesh,Rural,HSS (VI-XII),Tribal Welfare Department,Boys,2,2,2,2,0,2,2,0,2,2,2,2,2,2,1,2,0,2,1,2,2,2
Andhra Pradesh,Rural,HSS (VI-XII),Tribal Welfare Department,Co-Ed,10,7,6,8,3,9,7,1,4,1,10,8,9,2,1,8,4,3,1,7,4,2
Andhra Pradesh,Urban,HSS (VI-XII),Tribal Welfare Department,Girls,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Andhra Pradesh,Rural,HSS (XI-XII),Tribal Welfare Department,Boys,15,12,15,15,3,14,15,7,15,11,15,13,15,11,5,15,1,3,3,15,15,15
Andhra Pradesh,Rural,HSS (XI-XII),Tribal Welfare Department,Girls,11,9,10,11,4,11,11,5,10,9,11,11,11,8,4,11,8,8,6,11,11,11
Andhra Pradesh,Rural,HSS (XI-XII),Tribal Welfare Department,Co-Ed,2,2,2,2,0,2,2,2,2,1,2,2,2,2,1,2,1,1,0,2,2,2
Andhra Pradesh,Rural,PS (I-V),Tribal Welfare Department,Co-Ed,1748,91,945,1413,124,1256,1591,167,413,689,1748,1455,1659,221,377,1646,0,493,281,1456,300,58
Andhra Pradesh,Urban,PS (I-V),Tribal Welfare Department,Co-Ed,7,0,1,7,0,4,6,1,3,1,7,7,7,0,3,7,0,5,4,5,2,0
Andhra Pradesh,Rural,SS (I-X),Tribal Welfare Department,Boys,172,125,126,170,63,153,168,24,128,132,172,169,171,145,84,170,24,105,67,167,88,159
Andhra Pradesh,Rural,SS (I-X),Tribal Welfare Department,Girls,126,103,87,126,59,112,125,16,84,90,126,125,125,99,55,126,89,63,37,122,63,124
Andhra Pradesh,Rural,SS (I-X),Tribal Welfare Department,Co-Ed,54,28,30,53,8,47,53,6,36,34,54,53,51,44,15,54,18,29,16,50,15,48
Andhra Pradesh,Urban,SS (I-X),Tribal Welfare Department,Boys,27,21,10,27,3,20,25,1,24,10,27,27,27,23,5,27,3,9,4,27,19,20
Andhra Pradesh,Urban,SS (I-X),Tribal Welfare Department,Girls,20,19,10,20,1,15,20,4,18,9,20,20,20,18,4,20,17,6,3,20,17,18
Andhra Pradesh,Urban,SS (I-X),Tribal Welfare Department,Co-Ed,3,3,2,3,0,2,3,1,2,1,3,3,3,2,2,3,1,1,1,3,3,1
Andhra Pradesh,Rural,SS (VI-X),Tribal Welfare Department,Boys,17,13,9,17,5,15,16,3,11,10,17,17,17,16,8,17,4,8,6,16,6,16
Andhra Pradesh,Rural,SS (VI-X),Tribal Welfare Department,Girls,18,15,12,18,11,16,17,5,11,14,18,18,18,17,6,18,15,16,15,18,5,16
Andhra Pradesh,Rural,SS (VI-X),Tribal Welfare Department,Co-Ed,12,8,10,12,2,11,12,0,10,5,12,11,12,8,3,12,4,6,3,11,9,12
Andhra Pradesh,Urban,SS (VI-X),Tribal Welfare Department,Boys,2,2,1,2,0,2,1,0,1,1,2,2,2,2,1,2,0,1,1,2,2,2
Andhra Pradesh,Rural,UPS (I-VIII),Tribal Welfare Department,Boys,9,4,8,9,3,7,9,2,5,6,9,9,9,8,1,9,1,4,4,8,4,8
Andhra Pradesh,Rural,UPS (I-VIII),Tribal Welfare Department,Girls,16,12,13,16,6,15,14,1,7,14,16,16,16,14,9,16,10,12,8,14,10,10
Andhra Pradesh,Rural,UPS (I-VIII),Tribal Welfare Department,Co-Ed,38,16,22,37,9,29,37,4,12,28,38,38,37,30,13,38,17,20,15,35,12,25
Andhra Pradesh,Rural,UPS (VI-VIII),Tribal Welfare Department,Co-Ed,7,5,5,7,1,5,7,1,4,6,7,7,7,6,2,7,3,4,4,7,4,6
Andhra Pradesh,Rural,PS (I-V),Unrecognized,Co-Ed,4,3,4,4,1,4,4,1,1,1,4,4,4,3,1,3,0,3,3,2,2,3
Andhra Pradesh,Urban,PS (I-V),Unrecognized,Co-Ed,3,3,2,3,0,2,2,2,2,1,3,3,3,3,1,3,0,2,2,2,2,2
Andhra Pradesh,Rural,SS (I-X),Unrecognized,Co-Ed,3,3,3,3,2,3,3,2,3,2,3,3,3,3,1,3,3,1,1,3,3,3
Andhra Pradesh,Urban,SS (I-X),Unrecognized,Co-Ed,1,1,1,1,0,1,1,0,0,1,1,1,1,0,1,1,0,1,1,1,1,1
Andhra Pradesh,Rural,UPS (I-VIII),Unrecognized,Boys,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,1,0
Andhra Pradesh,Rural,UPS (I-VIII),Unrecognized,Co-Ed,20,18,15,20,3,19,18,7,16,8,20,20,19,9,10,20,10,10,7,12,17,17
Andhra Pradesh,Urban,UPS (I-VIII),Unrecognized,Co-Ed,12,11,4,12,0,11,12,3,11,1,12,12,12,6,8,11,7,5,1,6,11,10
Andhra Pradesh,Urban,UPS (VI-VIII),Unrecognized,Boys,1,0,0,1,1,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0
Arunachal Pradesh,Rural,UPS (I-VIII),Central Tibetan School,Co-Ed,2,2,2,2,1,2,2,0,1,0,2,2,2,2,0,2,0,0,0,1,0,2
Arunachal Pradesh,Rural,HSS (I-XII),Department of Education,Co-Ed,23,19,21,20,5,21,14,1,1,5,23,20,20,4,1,9,1,6,5,7,15,19
Arunachal Pradesh,Urban,HSS (I-XII),Department of Education,Co-Ed,3,2,3,3,0,2,1,2,1,0,3,3,2,1,0,2,1,2,0,1,2,3
Arunachal Pradesh,Rural,HSS (IX-XII),Department of Education,Co-Ed,23,23,19,23,4,22,14,2,5,2,22,22,23,5,2,9,2,2,2,5,18,23
Arunachal Pradesh,Urban,HSS (IX-XII),Department of Education,Co-Ed,13,11,11,13,1,13,12,5,7,2,10,13,12,1,1,10,1,3,2,6,10,13
Arunachal Pradesh,Rural,HSS (VI-XII),Department of Education,Co-Ed,32,29,30,30,3,29,24,3,2,4,32,30,28,8,1,21,1,7,3,16,22,32
Arunachal Pradesh,Urban,HSS (VI-XII),Department of Education,Co-Ed,7,6,7,7,1,7,6,0,3,3,6,7,7,1,0,4,0,3,1,4,6,7
Arunachal Pradesh,Rural,PS (I-V),Department of Education,Girls,2,0,2,1,0,1,2,0,0,0,2,1,1,0,0,0,0,1,0,0,1,0
Arunachal Pradesh,Rural,PS (I-V),Department of Education,Co-Ed,1613,262,1396,468,65,910,505,4,1,204,1253,942,875,74,28,472,0,368,279,285,118,27
Arunachal Pradesh,Urban,PS (I-V),Department of Education,Co-Ed,56,14,44,38,3,20,21,2,1,4,55,46,31,3,1,21,0,13,7,17,4,2
Arunachal Pradesh,Rural,SS (I-X),Department of Education,Co-Ed,126,80,120,103,13,105,65,0,8,27,119,111,95,16,1,69,4,39,28,41,30,103
Arunachal Pradesh,Urban,SS (I-X),Department of Education,Co-Ed,20,18,15,20,5,11,12,0,4,3,18,20,20,4,0,12,3,11,7,11,9,20
Arunachal Pradesh,Rural,SS (IX-X),Department of Education,Co-Ed,1,1,1,1,0,1,0,0,1,0,1,1,1,0,0,0,0,1,1,0,0,1
Arunachal Pradesh,Urban,SS (IX-X),Department of Education,Co-Ed,1,1,1,1,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1,1
Arunachal Pradesh,Rural,SS (VI-X),Department of Education,Girls,20,14,13,19,7,20,13,1,4,12,18,20,19,5,1,16,2,5,2,5,10,14
Arunachal Pradesh,Rural,SS (VI-X),Department of Education,Co-Ed,25,18,23,21,2,20,17,0,0,9,25,23,22,1,2,14,0,6,6,12,8,24
Arunachal Pradesh,Urban,SS (VI-X),Department of Education,Co-Ed,4,3,3,4,3,3,2,1,2,2,3,4,4,1,1,4,0,1,1,1,2,4
Arunachal Pradesh,Rural,UPS (I-VIII),Department of Education,Girls,14,3,12,10,2,11,6,0,2,5,12,14,11,1,1,8,0,4,3,5,5,6
Arunachal Pradesh,Rural,UPS (I-VIII),Department of Education,Co-Ed,847,243,767,432,63,608,391,1,6,155,747,657,582,50,22,292,14,246,194,189,130,271
Arunachal Pradesh,Urban,UPS (I-VIII),Department of Education,Girls,1,0,0,1,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1
Arunachal Pradesh,Urban,UPS (I-VIII),Department of Education,Co-Ed,68,44,51,65,5,30,34,0,1,7,63,63,55,1,0,34,2,26,16,16,7,40
Arunachal Pradesh,Rural,UPS (VI-VIII),Department of Education,Girls,40,23,35,32,12,25,19,1,3,16,36,39,32,5,1,26,3,6,4,15,21,24
Arunachal Pradesh,Rural,UPS (VI-VIII),Department of Education,Co-Ed,3,1,3,1,0,2,2,0,0,0,3,2,2,0,0,1,0,0,0,1,1,1
Arunachal Pradesh,Urban,UPS (VI-VIII),Department of Education,Girls,2,2,1,2,0,2,1,0,0,0,2,2,1,0,1,2,0,1,0,2,0,1
Arunachal Pradesh,Rural,HSS (I-XII),Government Aided,Boys,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1
Arunachal Pradesh,Rural,HSS (I-XII),Government Aided,Co-Ed,5,5,4,5,1,5,5,4,5,4,5,5,5,4,0,5,1,0,0,2,5,5
Arunachal Pradesh,Urban,HSS (I-XII),Government Aided,Co-Ed,3,3,3,3,1,3,3,3,3,1,3,3,3,2,2,3,1,2,0,0,3,3
Arunachal Pradesh,Rural,PS (I-V),Government Aided,Girls,1,1,0,1,0,1,1,0,1,1,1,1,0,1,0,1,0,0,0,0,0,1
Arunachal Pradesh,Rural,PS (I-V),Government Aided,Co-Ed,8,7,7,6,1,7,6,1,1,2,7,8,6,3,1,7,0,2,2,3,3,7
Arunachal Pradesh,Urban,PS (I-V),Government Aided,Girls,1,1,0,1,0,1,1,0,0,0,1,1,1,1,1,1,0,1,0,1,0,1
Arunachal Pradesh,Urban,PS (I-V),Government Aided,Co-Ed,2,2,2,2,0,2,1,0,0,1,2,2,2,0,0,2,0,0,0,0,0,2
Arunachal Pradesh,Rural,SS (I-X),Government Aided,Girls,4,4,4,4,3,4,4,4,4,4,4,4,4,3,3,4,1,1,0,1,4,4
Arunachal Pradesh,Rural,SS (I-X),Government Aided,Co-Ed,16,16,16,16,3,14,14,8,15,8,15,16,15,9,2,15,1,2,1,5,8,16
Arunachal Pradesh,Urban,SS (I-X),Government Aided,Girls,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
Arunachal Pradesh,Urban,SS (I-X),Government Aided,Co-Ed,4,4,4,4,2,4,4,1,4,3,4,4,4,3,0,4,1,1,1,0,3,4
Arunachal Pradesh,Rural,UPS (I-VIII),Government Aided,Boys,2,2,1,2,0,2,2,0,1,1,2,2,2,0,0,2,0,0,0,0,0,1
Arunachal Pradesh,Rural,UPS (I-VIII),Government Aided,Girls,1,1,1,1,0,1,1,0,0,1,1,1,0,1,0,1,1,1,1,1,1,0
Arunachal Pradesh,Rural,UPS (I-VIII),Government Aided,Co-Ed,14,11,12,14,4,14,13,1,10,8,14,14,12,9,3,13,5,3,2,3,6,14
Arunachal Pradesh,Urban,UPS (I-VIII),Government Aided,Co-Ed,5,5,3,5,0,4,4,1,2,2,4,5,3,3,0,5,1,0,0,3,3,5
Arunachal Pradesh,Rural,HSS (VI-XII),Jawahar Navodaya Vidyalaya,Co-Ed,10,10,9,10,1,10,10,9,9,5,9,10,10,8,3,10,5,9,7,8,10,10
Arunachal Pradesh,Urban,HSS (VI-XII),Jawahar Navodaya Vidyalaya,Co-Ed,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
Arunachal Pradesh,Rural,SS (VI-X),Jawahar Navodaya Vidyalaya,Co-Ed,3,3,1,3,0,2,3,3,2,2,3,3,3,1,0,2,2,0,0,2,3,3
Arunachal Pradesh,Urban,SS (VI-X),Jawahar Navodaya Vidyalaya,Co-Ed,2,2,0,2,0,2,2,1,1,1,2,2,2,2,0,2,0,0,0,2,2,2
Arunachal Pradesh,Rural,HSS (I-XII),Kendriya Vidyalaya / Central School,Co-Ed,6,6,5,6,1,6,6,6,6,1,6,6,5,5,0,6,3,5,2,0,6,6
Arunachal Pradesh,Urban,HSS (I-XII),Kendriya Vidyalaya / Central School,Co-Ed,6,6,5,6,0,6,6,6,5,2,5,6,6,5,1,6,2,5,4,2,5,6
Arunachal Pradesh,Rural,PS (I-V),Kendriya Vidyalaya / Central School,Co-Ed,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0,1,0,1,0,0,1,1
Arunachal Pradesh,Rural,SS (I-X),Kendriya Vidyalaya / Central School,Co-Ed,2,2,2,2,0,2,2,2,2,0,2,2,2,2,1,2,0,1,1,1,2,2
Arunachal Pradesh,Urban,SS (I-X),Kendriya Vidyalaya / Central School,Co-Ed,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,0,1,1,1
Arunachal Pradesh,Rural,UPS (I-VIII),Kendriya Vidyalaya / Central School,Co-Ed,1,1,0,1,0,1,1,1,1,0,1,1,1,0,1,1,0,0,0,0,1,1
Arunachal Pradesh,Urban,UPS (I-VIII),Kendriya Vidyalaya / Central School,Co-Ed,2,2,2,2,1,2,2,2,2,0,2,2,2,2,0,2,1,1,0,0,2,2
Arunachal Pradesh,Rural,PS (I-V),Local body,Boys,1,1,1,1,0,1,1,0,0,1,1,1,1,1,0,1,0,0,0,1,1,1
Arunachal Pradesh,Rural,HSS (I-XII),Private Unaided (Recognized),Co-Ed,12,11,12,12,1,12,12,7,11,10,11,12,12,9,7,12,3,5,4,6,10,12
Arunachal Pradesh,Urban,HSS (I-XII),Private Unaided (Recognized),Co-Ed,15,15,14,15,1,15,15,13,14,5,15,15,15,13,6,15,2,1,1,6,14,15
Arunachal Pradesh,Urban,HSS (IX-XII),Private Unaided (Recognized),Co-Ed,3,3,3,3,1,3,3,1,2,2,2,3,3,3,1,3,1,1,0,2,2,3
Arunachal Pradesh,Rural,PS (I-V),Private Unaided (Recognized),Co-Ed,92,80,75,84,17,79,53,9,18,39,80,87,81,50,9,80,0,13,10,23,37,70
Arunachal Pradesh,Urban,PS (I-V),Private Unaided (Recognized),Co-Ed,43,41,33,38,4,32,20,4,14,13,36,41,40,18,4,39,0,4,2,6,19,34
Arunachal Pradesh,Rural,SS (I-X),Private Unaided (Recognized),Girls,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,1,1
Arunachal Pradesh,Rural,SS (I-X),Private Unaided (Recognized),Co-Ed,53,52,51,52,11,52,45,17,40,30,48,53,51,30,14,50,20,17,11,13,37,52
Arunachal Pradesh,Urban,SS (I-X),Private Unaided (Recognized),Co-Ed,33,33,30,33,7,33,29,17,28,18,32,33,31,23,13,31,10,9,0,9,28,33
Arunachal Pradesh,Rural,UPS (I-VIII),Private Unaided (Recognized),Boys,1,1,1,1,0,1,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,1
Arunachal Pradesh,Rural,UPS (I-VIII),Private Unaided (Recognized),Co-Ed,186,179,173,174,25,170,110,24,75,72,161,180,168,100,23,164,43,28,14,44,99,165
Arunachal Pradesh,Urban,UPS (I-VIII),Private Unaided (Recognized),Girls,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,0,0,0,0,1,1
Arunachal Pradesh,Urban,UPS (I-VIII),Private Unaided (Recognized),Co-Ed,63,59,55,62,11,55,46,18,41,30,56,63,57,40,11,61,15,7,4,13,36,62
Arunachal Pradesh,Rural,SS (VI-X),Sainik School,Co-Ed,1,1,1,1,0,1,1,0,0,0,1,1,1,1,0,1,0,0,0,0,1,1
Arunachal Pradesh,Rural,HSS (VI-XII),Tribal Welfare Department,Co-Ed,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1
Arunachal Pradesh,Rural,SS (VI-X),Tribal Welfare Department,Co-Ed,1,1,1,1,0,1,1,0,0,1,1,1,1,1,0,1,1,0,0,0,1,1
Arunachal Pradesh,Rural,PS (I-V),Unrecognized,Co-Ed,21,16,17,18,2,16,10,1,3,6,17,20,20,10,2,18,0,5,3,7,7,11
Arunachal Pradesh,Urban,PS (I-V),Unrecognized,Co-Ed,6,6,6,6,0,4,1,0,2,1,4,6,6,1,1,6,0,1,1,1,3,5
Arunachal Pradesh,Rural,UPS (I-VIII),Unrecognized,Co-Ed,18,16,14,14,3,15,8,1,1,6,16,17,15,6,2,14,6,2,2,4,3,16
Arunachal Pradesh,Urban,UPS (I-VIII),Unrecognized,Co-Ed,2,2,1,2,1,2,2,0,0,1,2,2,2,1,0,2,1,1,1,0,1,2
Assam,Rural,HSS (I-XII),Department of Education,Co-Ed,180,134,174,176,55,178,174,6,106,101,165,174,174,84,13,178,47,167,148,121,57,170
Assam,Urban,HSS (I-XII),Department of Education,Girls,3,3,3,3,1,2,3,0,2,3,3,3,3,2,1,3,1,3,3,3,2,3
Assam,Urban,HSS (I-XII),Department of Education,Co-Ed,30,24,27,30,13,29,30,1,25,20,29,30,28,23,3,30,9,28,20,18,12,29
Assam,Rural,HSS (IX-XII),Department of Education,Girls,1,1,1,1,0,1,1,0,0,0,1,1,1,1,0,1,0,1,1,0,0,1
Assam,Rural,HSS (IX-XII),Department of Education,Co-Ed,66,17,61,62,8,44,58,3,21,8,59,61,61,17,0,52,11,42,31,17,5,27
Assam,Urban,HSS (IX-XII),Department of Education,Co-Ed,12,5,10,11,0,6,9,0,2,0,8,12,10,2,0,8,1,3,1,1,0,0
Assam,Rural,HSS (VI-XII),Department of Education,Boys,3,3,3,3,1,3,3,1,2,1,3,3,3,1,0,3,0,2,2,1,0,2
Assam,Rural,HSS (VI-XII),Department of Education,Girls,23,16,21,23,9,17,23,0,13,15,20,23,22,12,2,23,8,18,16,19,5,21
Assam,Rural,HSS (VI-XII),Department of Education,Co-Ed,518,413,508,513,196,498,514,51,344,314,479,499,509,255,16,502,131,463,395,340,182,490
Assam,Urban,HSS (VI-XII),Department of Education,Boys,9,9,9,9,3,9,9,0,3,6,9,9,9,2,2,9,1,9,8,5,6,9
Assam,Urban,HSS (VI-XII),Department of Education,Girls,24,23,18,24,17,19,24,0,17,20,21,24,24,17,2,24,12,22,20,15,9,24
Assam,Urban,HSS (VI-XII),Department of Education,Co-Ed,108,98,102,108,61,105,108,7,84,67,99,106,106,65,5,108,31,97,81,71,61,106
Assam,Rural,HSS (XI-XII),Department of Education,Girls,6,6,5,6,2,6,6,4,6,0,6,6,6,4,1,6,2,3,3,1,5,6
Assam,Rural,HSS (XI-XII),Department of Education,Co-Ed,145,134,136,144,31,139,141,104,131,33,119,141,142,97,15,137,64,67,56,22,99,139
Assam,Urban,HSS (XI-XII),Department of Education,Girls,16,14,10,16,5,16,16,14,16,2,9,16,16,15,5,16,9,8,7,3,14,15
Assam,Urban,HSS (XI-XII),Department of Education,Co-Ed,74,73,58,74,25,72,74,68,73,20,50,73,74,66,18,67,34,49,35,3,65,74
Assam,Rural,PS (I-V),Department of Education,Boys,6,1,4,6,1,6,6,0,0,6,6,6,6,2,1,6,0,6,5,2,0,1
Assam,Rural,PS (I-V),Department of Education,Girls,9,2,7,9,0,7,9,0,1,6,9,9,9,2,0,9,0,9,9,5,1,1
Assam,Rural,PS (I-V),Department of Education,Co-Ed,33393,4171,28750,28643,1445,25602,32749,228,877,21912,31356,31498,31700,14924,2163,32326,0,30235,27284,18641,2628,1824
Assam,Urban,PS (I-V),Department of Education,Boys,4,2,1,4,0,2,4,0,0,3,4,4,3,1,1,4,0,4,4,3,1,1
Assam,Urban,PS (I-V),Department of Education,Girls,6,3,4,6,0,5,6,0,2,5,6,6,5,1,1,6,0,6,6,5,2,1
Assam,Urban,PS (I-V),Department of Education,Co-Ed,1064,321,697,971,37,667,1057,8,57,701,1009,1038,971,436,92,1037,0,981,867,566,93,46
Assam,Rural,SS (I-X),Department of Education,Girls,5,4,3,5,1,5,5,1,2,4,4,5,5,3,1,5,2,4,4,4,1,5
Assam,Rural,SS (I-X),Department of Education,Co-Ed,871,538,847,853,61,832,846,28,394,556,809,849,856,420,53,847,215,793,702,637,204,757
Assam,Urban,SS (I-X),Department of Education,Girls,3,1,2,3,1,2,3,0,1,2,3,3,3,2,0,3,3,3,2,3,2,3
Assam,Urban,SS (I-X),Department of Education,Co-Ed,114,80,97,114,4,101,113,0,75,76,108,113,112,51,2,114,30,110,103,65,31,110
Assam,Rural,SS (IX-X),Department of Education,Girls,15,10,14,15,1,13,15,0,4,2,14,14,14,5,1,15,4,10,10,12,2,12
